MLSNUM,LISTPRICE,ZIP,BEDS,BATHS,SQFT,PHOTOURL
71904168,114900,1890,0,1,388,http://media.mlspin.com/photo.aspx?mls=71904168
71904315,479000,2445,1,1,725,http://media.mlspin.com/photo.aspx?mls=71904315
71904434,599000,2360,2,2,1507,http://media.mlspin.com/photo.aspx?mls=71904434
71904661,99900,1845,1,1,650,http://media.mlspin.com/photo.aspx?mls=71904661
71904698,184900,1588,3,1.5,1248,http://media.mlspin.com/photo.aspx?mls=71904698
71904790,419999,2360,2,2,1700,http://media.mlspin.com/photo.aspx?mls=71904790
71904826,259900,2081,3,1.5,1500,http://media.mlspin.com/photo.aspx?mls=71904826
71904853,436900,1863,3,2.5,2199,http://media.mlspin.com/photo.aspx?mls=71904853
71904989,475000,2113,1,1,601,http://media.mlspin.com/photo.aspx?mls=71904989
71905022,365000,2467,2,2,1164,http://media.mlspin.com/photo.aspx?mls=71905022
71905046,399000,2458,1,1,875,http://media.mlspin.com/photo.aspx?mls=71905046
71905060,399000,2458,2,1.5,909,http://media.mlspin.com/photo.aspx?mls=71905060
71905122,599900,1923,2,2.5,2384,http://media.mlspin.com/photo.aspx?mls=71905122
71905126,310000,1801,2,1.5,1280,http://media.mlspin.com/photo.aspx?mls=71905126
71905129,249000,1949,1,1,769,http://media.mlspin.com/photo.aspx?mls=71905129
71905270,599000,2482,2,2.5,1480,http://media.mlspin.com/photo.aspx?mls=71905270
71905271,232400,1060,1,1,884,http://media.mlspin.com/photo.aspx?mls=71905271
71905404,470000,2130,4,1,1462,http://media.mlspin.com/photo.aspx?mls=71905404
71905473,129900,1810,1,1,688,http://media.mlspin.com/photo.aspx?mls=71905473
71905505,248000,1432,2,2,1710,http://media.mlspin.com/photo.aspx?mls=71905505
71905628,242000,1860,2,2,1286,http://media.mlspin.com/photo.aspx?mls=71905628
71905636,739900,2476,3,2.5,2113,http://media.mlspin.com/photo.aspx?mls=71905636
71905794,342000,2630,3,3,1649,http://media.mlspin.com/photo.aspx?mls=71905794
71905827,459000,2125,2,2,900,http://media.mlspin.com/photo.aspx?mls=71905827
71905858,110000,1970,2,1,831,http://media.mlspin.com/photo.aspx?mls=71905858
71905934,175000,1970,2,1,708,http://media.mlspin.com/photo.aspx?mls=71905934
71906209,184900,2375,2,1.5,1052,http://media.mlspin.com/photo.aspx?mls=71906209
71906370,949000,2464,3,3.5,2701,http://media.mlspin.com/photo.aspx?mls=71906370
71906371,999000,2464,3,3.5,2993,http://media.mlspin.com/photo.aspx?mls=71906371
71906435,1375000,2111,2,2,1166,http://media.mlspin.com/photo.aspx?mls=71906435
71906582,209000,2780,2,2.5,1501,http://media.mlspin.com/photo.aspx?mls=71906582
71906600,289900,2703,3,2,1534,http://media.mlspin.com/photo.aspx?mls=71906600
71906607,249900,2368,3,1.5,1404,http://media.mlspin.com/photo.aspx?mls=71906607
71906653,599900,2453,3,3,2200,http://media.mlspin.com/photo.aspx?mls=71906653
71906783,359900,2180,3,2.5,1575,http://media.mlspin.com/photo.aspx?mls=71906783
71906807,165000,2333,2,1.5,1024,http://media.mlspin.com/photo.aspx?mls=71906807
71906884,169000,2375,2,1.5,1024,http://media.mlspin.com/photo.aspx?mls=71906884
71906970,321000,1867,2,2,1143,http://media.mlspin.com/photo.aspx?mls=71906970
71907017,139900,1118,3,1.5,1446,http://media.mlspin.com/photo.aspx?mls=71907017
71907127,309900,2135,2,1,654,http://media.mlspin.com/photo.aspx?mls=71907127
71907162,168000,1826,2,1,1054,http://media.mlspin.com/photo.aspx?mls=71907162
71907306,289900,1960,2,2,1535,http://media.mlspin.com/photo.aspx?mls=71907306
71907433,609000,2145,2,2,1252,http://media.mlspin.com/photo.aspx?mls=71907433
71907676,320000,1460,2,2,1200,http://media.mlspin.com/photo.aspx?mls=71907676
71907788,219900,2780,2,1.5,1228,http://media.mlspin.com/photo.aspx?mls=71907788
71907815,409900,1720,2,2.5,2182,http://media.mlspin.com/photo.aspx?mls=71907815
71907828,599000,2111,1,1,735,http://media.mlspin.com/photo.aspx?mls=71907828
71907925,550000,2066,2,2.5,2184,http://media.mlspin.com/photo.aspx?mls=71907925
71908062,279000,263,2,2,818,http://media.mlspin.com/photo.aspx?mls=71908062
71908203,234000,1880,2,1,1128,http://media.mlspin.com/photo.aspx?mls=71908203
71908252,219000,1945,1,1,1166,http://media.mlspin.com/photo.aspx?mls=71908252
71908277,149900,1826,2,1,1054,http://media.mlspin.com/photo.aspx?mls=71908277
71908331,169000,1960,2,1,930,http://media.mlspin.com/photo.aspx?mls=71908331
71908410,645000,2141,1,1.5,928,http://media.mlspin.com/photo.aspx?mls=71908410
71908532,1195000,2118,2,2,1459,http://media.mlspin.com/photo.aspx?mls=71908532
71908753,139900,1588,3,1.5,1404,http://media.mlspin.com/photo.aspx?mls=71908753
71908785,549900,2138,2,1.5,1128,http://media.mlspin.com/photo.aspx?mls=71908785
71908802,312000,1960,2,2.5,1488,http://media.mlspin.com/photo.aspx?mls=71908802
71908906,275000,1089,2,2.5,2235,http://media.mlspin.com/photo.aspx?mls=71908906
71908961,289900,2152,2,1,1394,http://media.mlspin.com/photo.aspx?mls=71908961
71908984,267900,2184,2,2,1096,http://media.mlspin.com/photo.aspx?mls=71908984
71909058,286750,2131,2,2,925,http://media.mlspin.com/photo.aspx?mls=71909058
71909119,219900,2190,2,1,1060,http://media.mlspin.com/photo.aspx?mls=71909119
71909199,1185000,2138,1,1.5,1033,http://media.mlspin.com/photo.aspx?mls=71909199
71909228,217000,1606,2,2.5,1500,http://media.mlspin.com/photo.aspx?mls=71909228
71909287,216000,2467,2,1,775,http://media.mlspin.com/photo.aspx?mls=71909287
71909319,299900,1938,2,1.5,1549,http://media.mlspin.com/photo.aspx?mls=71909319
71909342,899000,2494,4,3.5,3010,http://media.mlspin.com/photo.aspx?mls=71909342
71909473,234900,1879,2,1.5,1288,http://media.mlspin.com/photo.aspx?mls=71909473
71909477,388500,1462,4,2.5,2879,http://media.mlspin.com/photo.aspx?mls=71909477
71909485,499950,2109,1,1,631,http://media.mlspin.com/photo.aspx?mls=71909485
71909495,939000,2116,2,1.5,1028,http://media.mlspin.com/photo.aspx?mls=71909495
71909552,129000,2152,1,1,350,http://media.mlspin.com/photo.aspx?mls=71909552
71909584,239900,2375,2,1.5,2366,http://media.mlspin.com/photo.aspx?mls=71909584
71909607,345000,2134,3,1,906,http://media.mlspin.com/photo.aspx?mls=71909607
71909625,469000,2332,2,2,1600,http://media.mlspin.com/photo.aspx?mls=71909625
71909659,475000,2482,2,2,1374,http://media.mlspin.com/photo.aspx?mls=71909659
71909722,129999,2151,1,1,661,http://media.mlspin.com/photo.aspx?mls=71909722
71909804,282000,2184,2,2,1077,http://media.mlspin.com/photo.aspx?mls=71909804
71910008,319900,2155,2,1,802,http://media.mlspin.com/photo.aspx?mls=71910008
71910044,239900,1752,3,2.5,1620,http://media.mlspin.com/photo.aspx?mls=71910044
71910092,950000,1810,2,4.5,3600,http://media.mlspin.com/photo.aspx?mls=71910092
71910132,214000,1566,2,2.5,2208,http://media.mlspin.com/photo.aspx?mls=71910132
71910178,359000,1721,2,2.5,2100,http://media.mlspin.com/photo.aspx?mls=71910178
71910467,254900,1824,2,2,1770,http://media.mlspin.com/photo.aspx?mls=71910467
71910517,232000,1718,2,1.5,1475,http://media.mlspin.com/photo.aspx?mls=71910517
71910581,214900,2021,2,1,812,http://media.mlspin.com/photo.aspx?mls=71910581
71910647,312000,2081,3,2.5,1488,http://media.mlspin.com/photo.aspx?mls=71910647
71910681,189000,1060,1,1,716,http://media.mlspin.com/photo.aspx?mls=71910681
71910891,109900,1905,1,1,550,http://media.mlspin.com/photo.aspx?mls=71910891
71910953,164900,1420,2,1.5,1651,http://media.mlspin.com/photo.aspx?mls=71910953
71910963,89000,1841,2,1.5,940,http://media.mlspin.com/photo.aspx?mls=71910963
71911089,479900,1803,2,2.5,1800,http://media.mlspin.com/photo.aspx?mls=71911089
71911091,795000,2043,2,3,2517,http://media.mlspin.com/photo.aspx?mls=71911091
71911136,445000,1760,3,2.5,1609,http://media.mlspin.com/photo.aspx?mls=71911136
71911142,249900,1826,2,1.5,1232,http://media.mlspin.com/photo.aspx?mls=71911142
71911224,439000,2446,1,1,650,http://media.mlspin.com/photo.aspx?mls=71911224
71911302,525000,1950,2,1.5,1380,http://media.mlspin.com/photo.aspx?mls=71911302
71911451,264999,2148,1,1,601,http://media.mlspin.com/photo.aspx?mls=71911451
71911527,157000,1534,2,1.5,1459,http://media.mlspin.com/photo.aspx?mls=71911527
71911614,720000,2115,2,2,975,http://media.mlspin.com/photo.aspx?mls=71911614
71911628,999000,2138,4,2,2200,http://media.mlspin.com/photo.aspx?mls=71911628
71911667,165961,2150,3,1,1176,http://media.mlspin.com/photo.aspx?mls=71911667
71911900,379900,2148,3,1.5,1656,http://media.mlspin.com/photo.aspx?mls=71911900
71911964,819000,2130,3,2.5,1753,http://media.mlspin.com/photo.aspx?mls=71911964
71912029,569000,1742,3,2.5,2112,http://media.mlspin.com/photo.aspx?mls=71912029
71912052,347000,1880,2,2,1136,http://media.mlspin.com/photo.aspx?mls=71912052
71912109,167000,1810,2,1,934,http://media.mlspin.com/photo.aspx?mls=71912109
71912244,369000,2116,0,1,425,http://media.mlspin.com/photo.aspx?mls=71912244
71912261,1599999,2118,3,3,1639,http://media.mlspin.com/photo.aspx?mls=71912261
71912334,258900,2351,2,1.5,1332,http://media.mlspin.com/photo.aspx?mls=71912334
71912452,152000,1749,1,1,893,http://media.mlspin.com/photo.aspx?mls=71912452
71912519,349900,2151,2,2.5,1805,http://media.mlspin.com/photo.aspx?mls=71912519
71912561,249900,1904,2,1.5,1086,http://media.mlspin.com/photo.aspx?mls=71912561
71912570,495000,2124,1,1.5,1202,http://media.mlspin.com/photo.aspx?mls=71912570
71912587,400000,1581,2,2,1874,http://media.mlspin.com/photo.aspx?mls=71912587
71912607,879000,2127,3,2.5,1833,http://media.mlspin.com/photo.aspx?mls=71912607
71912610,675000,2127,2,2.5,1107,http://media.mlspin.com/photo.aspx?mls=71912610
71912656,799000,2118,1,1,1105,http://media.mlspin.com/photo.aspx?mls=71912656
71912722,87900,1610,3,1,1241,http://media.mlspin.com/photo.aspx?mls=71912722
71912767,232400,1913,2,2,1133,http://media.mlspin.com/photo.aspx?mls=71912767
71912777,649900,1867,2,2.5,2970,http://media.mlspin.com/photo.aspx?mls=71912777
71912786,449000,2118,2,1,830,http://media.mlspin.com/photo.aspx?mls=71912786
71912801,179000,1886,2,1,863,http://media.mlspin.com/photo.aspx?mls=71912801
71912919,799000,2129,3,2.5,1601,http://media.mlspin.com/photo.aspx?mls=71912919
71912946,1395000,2118,2,2.5,1501,http://media.mlspin.com/photo.aspx?mls=71912946
71913150,432000,2114,0,1,691,http://media.mlspin.com/photo.aspx?mls=71913150
71913202,655000,2421,3,3,1749,http://media.mlspin.com/photo.aspx?mls=71913202
71913210,299900,2532,2,2,2240,http://media.mlspin.com/photo.aspx?mls=71913210
71913249,399900,2155,2,2,1206,http://media.mlspin.com/photo.aspx?mls=71913249
71913278,319000,2132,2,1,865,http://media.mlspin.com/photo.aspx?mls=71913278
71913302,189900,1880,2,1,780,http://media.mlspin.com/photo.aspx?mls=71913302
71913320,419900,1886,2,2.5,1980,http://media.mlspin.com/photo.aspx?mls=71913320
71913321,439900,1886,2,2.5,1920,http://media.mlspin.com/photo.aspx?mls=71913321
71913385,539000,1757,2,3.5,2897,http://media.mlspin.com/photo.aspx?mls=71913385
71913406,175900,1970,2,1,1075,http://media.mlspin.com/photo.aspx?mls=71913406
71913439,206900,2019,2,1.5,1400,http://media.mlspin.com/photo.aspx?mls=71913439
71913503,289900,1701,3,2.5,1232,http://media.mlspin.com/photo.aspx?mls=71913503
71913538,479500,2360,2,2.5,1961,http://media.mlspin.com/photo.aspx?mls=71913538
71913578,419000,1950,2,2.5,1248,http://media.mlspin.com/photo.aspx?mls=71913578
71913679,2400000,2108,3,2.5,2355,http://media.mlspin.com/photo.aspx?mls=71913679
71913696,354000,2131,2,1,984,http://media.mlspin.com/photo.aspx?mls=71913696
71913704,479000,2125,2,2,939,http://media.mlspin.com/photo.aspx?mls=71913704
71913858,1250000,2129,2,2,1319,http://media.mlspin.com/photo.aspx?mls=71913858
71913939,699900,1944,3,2.5,2524,http://media.mlspin.com/photo.aspx?mls=71913939
71914010,399999,1801,3,2.5,2000,http://media.mlspin.com/photo.aspx?mls=71914010
71914046,828000,2467,2,2.5,1731,http://media.mlspin.com/photo.aspx?mls=71914046
71914106,165900,1844,2,1.5,950,http://media.mlspin.com/photo.aspx?mls=71914106
71914173,119900,2652,0,1,310,http://media.mlspin.com/photo.aspx?mls=71914173
71914400,134000,1835,2,1,730,http://media.mlspin.com/photo.aspx?mls=71914400
71914405,299900,1845,2,2,1337,http://media.mlspin.com/photo.aspx?mls=71914405
71914422,159900,1543,1,2,892,http://media.mlspin.com/photo.aspx?mls=71914422
71914471,329000,2130,2,1,747,http://media.mlspin.com/photo.aspx?mls=71914471
71914563,344900,2148,2,1.5,1776,http://media.mlspin.com/photo.aspx?mls=71914563
71914721,399000,2021,2,2.5,1355,http://media.mlspin.com/photo.aspx?mls=71914721
71914744,375000,2021,2,2.5,1201,http://media.mlspin.com/photo.aspx?mls=71914744
71914932,639000,1730,2,2,1688,http://media.mlspin.com/photo.aspx?mls=71914932
71915051,237900,1907,2,1.5,1597,http://media.mlspin.com/photo.aspx?mls=71915051
71915094,199900,2338,2,1.5,1060,http://media.mlspin.com/photo.aspx?mls=71915094
71915100,299900,1027,3,2.5,1819,http://media.mlspin.com/photo.aspx?mls=71915100
71915103,101500,1830,1,1,727,http://media.mlspin.com/photo.aspx?mls=71915103
71915152,144900,1453,2,1,1035,http://media.mlspin.com/photo.aspx?mls=71915152
71915216,64900,1301,2,1,823,http://media.mlspin.com/photo.aspx?mls=71915216
71915293,279900,1876,3,1.5,1797,http://media.mlspin.com/photo.aspx?mls=71915293
71915349,344000,1721,2,2.5,2249,http://media.mlspin.com/photo.aspx?mls=71915349
71915392,214900,1545,2,1.5,1400,http://media.mlspin.com/photo.aspx?mls=71915392
71915498,107500,1073,2,1.5,918,http://media.mlspin.com/photo.aspx?mls=71915498
71915526,899000,2445,3,2,1697,http://media.mlspin.com/photo.aspx?mls=71915526
71915536,849000,2129,2,2,1326,http://media.mlspin.com/photo.aspx?mls=71915536
71915553,468800,1775,3,2.5,2382,http://media.mlspin.com/photo.aspx?mls=71915553
71915590,665000,2446,1,1,826,http://media.mlspin.com/photo.aspx?mls=71915590
71915630,229990,1810,2,2,1163,http://media.mlspin.com/photo.aspx?mls=71915630
71915640,929000,2118,2,2,1174,http://media.mlspin.com/photo.aspx?mls=71915640
71915675,559000,2127,3,1,1206,http://media.mlspin.com/photo.aspx?mls=71915675
71915688,194900,1747,2,1.5,1728,http://media.mlspin.com/photo.aspx?mls=71915688
71915775,389000,2128,3,2.5,1545,http://media.mlspin.com/photo.aspx?mls=71915775
71915784,116900,6082,2,1.5,1235,http://media.mlspin.com/photo.aspx?mls=71915784
71915948,1235000,2118,2,2.5,1494,http://media.mlspin.com/photo.aspx?mls=71915948
71915953,550000,1913,2,2.5,2031,http://media.mlspin.com/photo.aspx?mls=71915953
71915971,329000,2169,2,2,1186,http://media.mlspin.com/photo.aspx?mls=71915971
71916078,379900,1801,2,2,1245,http://media.mlspin.com/photo.aspx?mls=71916078
71916181,289000,1845,3,2.5,1415,http://media.mlspin.com/photo.aspx?mls=71916181
71916191,299900,2176,2,1,1337,http://media.mlspin.com/photo.aspx?mls=71916191
71916246,979000,2420,3,3.5,2844,http://media.mlspin.com/photo.aspx?mls=71916246
71916265,214000,1536,3,1.5,1400,http://media.mlspin.com/photo.aspx?mls=71916265
71916272,128300,1913,1,1,740,http://media.mlspin.com/photo.aspx?mls=71916272
71916274,389000,2130,2,1,1066,http://media.mlspin.com/photo.aspx?mls=71916274
71916311,599900,1950,3,2,1386,http://media.mlspin.com/photo.aspx?mls=71916311
71916330,699000,2130,2,2,1290,http://media.mlspin.com/photo.aspx?mls=71916330
71916359,379000,2474,2,1,1175,http://media.mlspin.com/photo.aspx?mls=71916359
71916361,339900,1801,2,1.5,1151,http://media.mlspin.com/photo.aspx?mls=71916361
71916414,163000,1852,2,1.5,1254,http://media.mlspin.com/photo.aspx?mls=71916414
71916450,129900,1757,2,1,1015,http://media.mlspin.com/photo.aspx?mls=71916450
71916483,375000,1772,2,2,1962,http://media.mlspin.com/photo.aspx?mls=71916483
71916584,269900,1905,2,2,1795,http://media.mlspin.com/photo.aspx?mls=71916584
71916615,397000,1801,2,1.5,1190,http://media.mlspin.com/photo.aspx?mls=71916615
71916622,209900,1970,2,1,799,http://media.mlspin.com/photo.aspx?mls=71916622
71916705,449000,2118,1,1,760,http://media.mlspin.com/photo.aspx?mls=71916705
71916732,799900,2130,4,2.5,2127,http://media.mlspin.com/photo.aspx?mls=71916732
71916803,399900,1845,3,2.5,1950,http://media.mlspin.com/photo.aspx?mls=71916803
71916836,325000,1970,2,2,1355,http://media.mlspin.com/photo.aspx?mls=71916836
71916871,309000,2122,2,1,999,http://media.mlspin.com/photo.aspx?mls=71916871
71917051,799000,2118,2,1,811,http://media.mlspin.com/photo.aspx?mls=71917051
71917107,259000,1754,2,1.5,1800,http://media.mlspin.com/photo.aspx?mls=71917107
71917199,232000,2370,2,1.5,1020,http://media.mlspin.com/photo.aspx?mls=71917199
71917268,465000,2139,2,2,832,http://media.mlspin.com/photo.aspx?mls=71917268
71917283,945000,2143,3,2.5,2067,http://media.mlspin.com/photo.aspx?mls=71917283
71917337,109800,2301,1,1,819,http://media.mlspin.com/photo.aspx?mls=71917337
71917346,208000,2338,2,1.5,1188,http://media.mlspin.com/photo.aspx?mls=71917346
71917395,144900,1605,3,1.5,1206,http://media.mlspin.com/photo.aspx?mls=71917395
71917501,699900,2111,2,1,1860,http://media.mlspin.com/photo.aspx?mls=71917501
71917568,749000,2127,3,2.5,2057,http://media.mlspin.com/photo.aspx?mls=71917568
71917629,279900,2038,2,2,1250,http://media.mlspin.com/photo.aspx?mls=71917629
71917640,139000,2780,2,2,1072,http://media.mlspin.com/photo.aspx?mls=71917640
71917717,349000,2136,3,2.5,1852,http://media.mlspin.com/photo.aspx?mls=71917717
71917726,184000,1606,3,2.5,2709,http://media.mlspin.com/photo.aspx?mls=71917726
71917732,319000,2171,2,1,782,http://media.mlspin.com/photo.aspx?mls=71917732
71917796,469900,2150,3,2.5,2166,http://media.mlspin.com/photo.aspx?mls=71917796
71917805,259900,1588,2,2.5,1334,http://media.mlspin.com/photo.aspx?mls=71917805
71917920,1600000,2114,2,2.5,1660,http://media.mlspin.com/photo.aspx?mls=71917920
71917932,239900,1510,2,2,1660,http://media.mlspin.com/photo.aspx?mls=71917932
71917954,149000,1810,2,1,934,http://media.mlspin.com/photo.aspx?mls=71917954
71918232,122000,1854,2,1,1005,http://media.mlspin.com/photo.aspx?mls=71918232
71918393,949000,2445,3,2,1580,http://media.mlspin.com/photo.aspx?mls=71918393
71918397,239900,1970,2,2,835,http://media.mlspin.com/photo.aspx?mls=71918397
71918600,1399000,2210,2,2.5,1852,http://media.mlspin.com/photo.aspx?mls=71918600
71918619,1099000,2116,3,2,1078,http://media.mlspin.com/photo.aspx?mls=71918619
71918628,799000,2109,2,1,930,http://media.mlspin.com/photo.aspx?mls=71918628
71918630,549000,2446,2,1,1190,http://media.mlspin.com/photo.aspx?mls=71918630
71918693,449888,2169,3,2.5,1847,http://media.mlspin.com/photo.aspx?mls=71918693
71918807,369900,2453,3,1,1810,http://media.mlspin.com/photo.aspx?mls=71918807
71918862,499000,2119,3,2.5,1996,http://media.mlspin.com/photo.aspx?mls=71918862
71918879,209000,1860,2,1.5,1155,http://media.mlspin.com/photo.aspx?mls=71918879
71918909,209900,2019,2,1.5,1450,http://media.mlspin.com/photo.aspx?mls=71918909
71918918,539000,2118,1,1,767,http://media.mlspin.com/photo.aspx?mls=71918918
71919001,242500,1450,3,2,1502,http://media.mlspin.com/photo.aspx?mls=71919001
71919038,410000,1520,2,2.5,2524,http://media.mlspin.com/photo.aspx?mls=71919038
71919074,339900,2649,2,2.5,1721,http://media.mlspin.com/photo.aspx?mls=71919074
71919109,895000,2138,3,2,1916,http://media.mlspin.com/photo.aspx?mls=71919109
71919111,439000,2138,2,1,1012,http://media.mlspin.com/photo.aspx?mls=71919111
